incident_month,incident_year,victim_injury,state,location,site_category,shark_common_name,shark_identification_method,shark_length_m,basis_for_length,provoked_unprovoked,no_sharks,victim_activity,commercial_dive_activity,object_of_bite,present_at_time_of_bite,direction_first_strike,shark_behaviour,victim_aware_of_shark,shark_captured,injury_location,injury_severity,victim_gender,victim_age,dominant_clothing_colour,fin_colour,diversionary_action_taken,diversionary_action_outcome,people_lt_3m,people_3-15m,time_of_incident,depth_of_incident_m,teeth_recovered,time_in_water_min,water_temperature_°c,total_water_depth_m,water_visability_m,distance_to_shore_m,tidal_cycle,wind_condition,weather_condition,air_temperature_°c,personal_protective_device
1,1869,injured,qld,"brisbane river, milton reach",river,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,swimming,unknown,bit leg,y,unknown,leg,other: teeth marks,male,-1.0,unknown,unknown,shook shark off leg,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,6.0,unknown,unknown,unknown,-1.0,unknown
3,1869,injured,sa,"port hughes, cape elizabeth",coastal,broadnose sevengill shark,unknown,2.2,other: media report,provoked,1.0,fishing,y,unknown,"catch, fishing",unknown,bit victim on foot,unknown,y,foot,minor lacerations,male,-1.0,unknown,unknown,unknown,shark released victim permanently,-1.0,-1.0,-1.0,1.0,unknown,-1.0,-1.0,1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1870,injured,qld,"brisbane river, north quay",river,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,swimming,below,bit victim on leg,unknown,unknown,thigh,major lacerations,male,17.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
5,1870,injured,qld,moreton island,coastal,whaler shark,shark behaviour,-1.0,unknown,provoked,1.0,spearfishing,unknown,unknown,"spearfishing, baitfish",unknown,bit victim on leg,unknown,unknown,leg,minor lacerations,male,13.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1872,injured,qld,"fraser island, off white cliffs",coastal,unknown,unknown,-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim,unknown,unknown,unknown,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
2,1873,uninjured,sa,"adelaide, semaphore beach",coastal,white shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,unmotorised boating,unknown,vessel,unknown,below,bit canoe,unknown,unknown,other: uninjured,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1874,injured,nsw,"sydney harbour, darling harbour",estuary/harbour,bull shark,"shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on leg,unknown,unknown,"calf, foot",major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,unknown,1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
11,1874,injured,qld,"mary river, maryborough",river,bull shark,"bite analysis, shark behaviour, geographical location",3.0,bite radius estimation,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on leg,unknown,unknown,thigh,other: teeth marks,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
11,1874,injured,nsw,"newcastle, redhead beach",coastal,wobbegong,"bite analysis, shark behaviour, geographical location, direct observation",2.0,unknown,provoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on foot,unknown,y,foot,minor lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1900.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
7,1875,injured,nsw,"yamba, clarence river",river,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,swimming,unknown,bit victim,unknown,unknown,unknown,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
10,1875,fatal,qld,"torres strait, unknown pearl beds",island open ocean,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,provoked,1.0,snorkelling,y,unknown,unknown,unknown,bit victim on leg,unknown,unknown,leg,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
11,1875,injured,nsw,"yamba, clarence river heads, lluka beach",coastal,white shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,provoked,1.0,swimming,unknown,unknown,catch,unknown,bit foot,unknown,unknown,foot,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,unknown,1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1875,injured,nsw,"yamba, clarence river, grafton",river,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit leg,unknown,unknown,leg,minor lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1876,injured,wa,port walcott & de grey river,river,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,provoked,-1.0,snorkelling,y,unknown,unknown,unknown,bit victim on leg,n,unknown,thigh,major lacerations,male,36.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1876,injured,vic,"port phillip bay, st kilda beach",coastal,white shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,abbatoir,unknown,unknown,unknown,unknown,unknown,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
2,1876,fatal,qld,"torres strait, unknown pearl beds",island open ocean,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,provoked,1.0,snorkelling,y,unknown,unknown,unknown,bit victim in half,unknown,unknown,torso,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
2,1876,fatal,vic,"port phillip bay, albert park pier",coastal,white shark,unknown,4.0,unknown,unprovoked,1.0,swimming,unknown,unknown,"swimming, other sealife",unknown,bit victim on leg,n,unknown,"leg, pelvic region",major lacerations,male,18.0,unknown,unknown,unknown,unknown,-1.0,-1.0,600.0,-1.0,unknown,2.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
7,1876,uninjured,nsw,"sydney harbour, dawse point battery",estuary/harbour,whaler shark,"bite analysis, shark behaviour, geographical location",4.3,witness/victim,provoked,1.0,diving,y,unknown,other: metal helmet,unknown,circled diver,unknown,unknown,other: uninjured,unknown,male,-1.0,unknown,unknown,pushed at shark with shovel,shark released victim permanently,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,other: shovel
12,1876,injured,nsw,"newcastle, paterson river",estuary/harbour,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,swimming,unknown,bit victim on leg,unknown,unknown,leg,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1877,fatal,vic,"port phillip bay, emerald hill, south melbourne",coastal,white shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,major lacerations,male,30.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1877,injured,vic,"port fairy, boarding school bay",coastal,white shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,swimming,unknown,bit victim on foot,y,unknown,foot,minor lacerations,female,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
3,1877,injured,vic,"port phillip bay, portarlington",coastal,white shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on leg,unknown,unknown,"thigh, foot",major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1877,injured,nsw,"sydney harbour, balmain",estuary/harbour,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on leg,unknown,unknown,leg,major lacerations,male,12.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1877,injured,vic,"melbourne, st kilda beach, red bluff",coastal,wobbegong,shark behaviour,1.2,witness/victim,provoked,1.0,swimming,unknown,other animal in area,other: swimming with dog,unknown,bit leg,unknown,unknown,leg,minor lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,120.0,unknown,unknown,unknown,-1.0,unknown
1,1878,injured,qld,"torres strait, saibai island",island open ocean,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,provoked,1.0,snorkelling,y,unknown,unknown,unknown,unknown,unknown,unknown,unknown,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
3,1878,injured,vic,"warrnambool, hopkins river",river,whaler shark,"shark behaviour, geographical location",3.2,witness/victim,unprovoked,1.0,swimming,unknown,unknown,unknown,below,bit victim on back,unknown,unknown,torso,minor lacerations,male,-1.0,unknown,unknown,swam to shore,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
7,1878,injured,qld,fraser island to inskip point,coastal,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,provoked,1.0,fishing,y,catch,"catch, fishing, baitfish",unknown,bit victim on leg,y,unknown,calf,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
11,1878,injured,nsw,"sydney harbour, iron cove",estuary/harbour,wobbegong,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim,unknown,unknown,unknown,minor lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
6,1879,fatal,nsw,"sydney harbour, darling harbour",estuary/harbour,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit legs,unknown,unknown,leg,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
11,1879,injured,nsw,"yamba, clarence river heads, lluka beach",estuary/harbour,white shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,swimming,unknown,bit victim on leg,unknown,unknown,thigh,major lacerations,male,15.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1880,fatal,qld,"cairns, fitzroy island",island open ocean,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim in half,unknown,unknown,other: body not recovered,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1880,injured,nsw,"lake macquarie, dora creek",estuary/harbour,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,swimming,unknown,bit victim on leg,unknown,unknown,foot,major lacerations,female,13.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1700.0,1.0,unknown,-1.0,-1.0,-1.0,-1.0,35.0,unknown,unknown,unknown,-1.0,unknown
1,1880,injured,qld,"brisbane river, bremmer river, ipswich",river,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit leg,unknown,unknown,leg,minor lacerations,male,22.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
11,1880,fatal,qld,"brisbane river, kangaroo point",river,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,swimming,unknown,bit victim on leg,n,unknown,leg,major lacerations,male,15.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1700.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,3.0,unknown,unknown,unknown,-1.0,unknown
1,1881,uninjured,nsw,"lake macquarie, pelican flat",estuary/harbour,bull shark,"shark behaviour, geographical location",3.5,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,swam towards victims,unknown,unknown,other: uninjured,unknown,female,-1.0,unknown,unknown,moved onto beach,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1881,injured,qld,"hervey bay, wide bay",coastal,tiger shark,direct observation,-1.0,unknown,unprovoked,1.0,unknown,unknown,unknown,bait and/or berley,unknown,bit victim on leg,unknown,unknown,foot,major lacerations,female,16.0,unknown,unknown,hit at shark,unknown,-1.0,-1.0,-1.0,1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
8,1881,injured,qld,north queensland (unknown location),coastal,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,provoked,1.0,spearfishing,unknown,unknown,spearfishing,unknown,bit leg,unknown,unknown,leg,minor lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
11,1881,fatal,nsw,"sydney harbour, rushcutters bay",estuary/harbour,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim,unknown,unknown,other: body not recovered,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1881,injured,qld,"kolan river, bundaberg",river,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit  victim on arm,unknown,unknown,arm,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1882,injured,wa,broome (area),coastal,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,provoked,-1.0,snorkelling,y,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
4,1882,fatal,nsw,lake macquarie heads,estuary/harbour,white shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,unknown,unknown,unknown,unknown,unknown,bit victim on torso,unknown,unknown,torso,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
5,1882,injured,nsw,"sydney harbour, millers point",coastal,wobbegong,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,boating,behind,bit victim on leg,unknown,unknown,calf,minor lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,unknown,1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
5,1882,fatal,wa,broome area (ninety mile beach),coastal,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,provoked,1.0,snorkelling,y,unknown,fishing,unknown,bit victim on torso,unknown,unknown,torso,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1882,fatal,wa,broome (area),coastal,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,provoked,1.0,snorkelling,y,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1883,fatal,nsw,"sydney harbour, iron cove",estuary/harbour,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on body,unknown,unknown,torso,major lacerations,male,37.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1883,fatal,nsw,"sydney harbour, blackwall, parramatta river",estuary/harbour,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on body,unknown,unknown,torso,major lacerations,male,21.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1883,uninjured,nsw,"sydney harbour, store beach, manly",estuary/harbour,bull shark,"bite analysis, shark behaviour, geographical location",2.8,unknown,provoked,1.0,swimming,unknown,unknown,other: swimming with horse,unknown,swam towards victim & horse,y,unknown,other: uninjured,unknown,male,-1.0,unknown,unknown,moved onto beach,unknown,-1.0,-1.0,-1.0,1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1884,fatal,sa,port pirie,coastal,white shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,2.0,swimming,unknown,unknown,unknown,unknown,sharks pulled victim underwater,unknown,unknown,other: body not recovered,unknown,female,16.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
10,1885,uninjured,nsw,"sydney harbour, parramatta river",river,bull shark,"shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit dress,unknown,unknown,other: uninjured,unknown,female,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
11,1885,injured,wa,bunbury,coastal,white shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on leg,unknown,unknown,calf,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1886,uninjured,qld,maryborough harbour,river,bull shark,"shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,boating,unknown,unknown,unknown,unknown,other: uninjured,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
4,1886,injured,qld,"fitzroy river, rotheway bay",river,bull shark,"shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on wrist,unknown,unknown,"arm, hand",minor lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
2,1887,uninjured,nsw,"sydney harbour, manly wharf",estuary/harbour,whaler shark,"shark behaviour, geographical location",-1.0,unknown,unprovoked,-1.0,unmotorised boating,unknown,unknown,unknown,unknown,circled sunken boat,unknown,unknown,other: uninjured,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1700.0,-1.0,unknown,1.0,-1.0,-1.0,-1.0,400.0,unknown,windy,unknown,-1.0,unknown
12,1887,fatal,nsw,"sydney harbour, ryde, parramatta river",river,bull shark,"bite analysis, shark behaviour, geographical location",4.0,witness/victim,unprovoked,1.0,swimming,unknown,unknown,other: swimming with dog,other: side,bit victim on body,unknown,unknown,"torso, leg, pelvic region",major lacerations,male,25.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1130.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,high,unknown,unknown,-1.0,unknown
9,1888,injured,qld,cooktown (gbr),island open ocean,tiger shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,provoked,-1.0,snorkelling,y,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1888,fatal,nsw,"sydney harbour, iron cove bridge",estuary/harbour,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,swimming,unknown,bit victim on torso,unknown,unknown,torso,major lacerations,male,11.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
7,1889,fatal,vic,port phillip bay heads,ocean/pelagic,white shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim,unknown,unknown,other: body not recovered,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,0.0,unknown,1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1890,injured,tas,"bridgewater, derwent river",river,broadnose sevengill shark,"bite analysis, shark behaviour, geographical location",3.0,witness/victim,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on leg,n,unknown,thigh,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
4,1891,uninjured,nsw,tathra wharf,coastal,wobbegong,"shark behaviour, geographical location",-1.0,unknown,provoked,1.0,diving,y,unknown,other: metal helmet,unknown,bit lead shoe,unknown,unknown,other: uninjured,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
6,1891,injured,vic,"torquay, point danger",coastal,wobbegong,"shark behaviour, geographical location",2.1,witness/victim,provoked,1.0,snorkelling,y,unknown,unknown,unknown,swam towards diver,y,y,arm,minor lacerations,male,-1.0,unknown,unknown,grabbed shark around gills,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1892,fatal,qld,"torres strait, badu island",island open ocean,tiger shark,"shark behaviour, geographical location",-1.0,unknown,provoked,1.0,diving,y,unknown,unknown,unknown,bit victim on torso,y,unknown,torso,major lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
3,1892,injured,qld,"rockhampton, fitzroy river",river,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,below,bit victim on leg,unknown,unknown,calf,other: teeth marks,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
11,1892,injured,qld,"moreton bay, wellington point",coastal,whaler shark,"shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,behind,bit victim on leg,unknown,unknown,leg,other: teeth marks,female,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,1.0,unknown,-1.0,-1.0,1.5,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1892,injured,qld,brisbane river,river,bull shark,"bite analysis, shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,grazed leg,unknown,unknown,leg,abrasion,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1893,uninjured,wa,geraldton,coastal,wobbegong,"shark behaviour, geographical location",-1.0,unknown,provoked,1.0,fishing,unknown,unknown,"bait and/or berley, fishing",unknown,bit trouser leg,unknown,unknown,other: uninjured,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,1.0,unknown,-1.0,-1.0,1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
